DataSeries,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
gdp,4.23E+05,4.39E+05,4.59E+05,4.75E+05,4.81E+05,4.63E+05,5.08E+05,5.29E+05,5.38E+05,561941.4
